bio_id,biometrics_time
191,9/01/2025 7:58
191,9/01/2025 12:15
191,9/01/2025 12:45
191,9/03/2025 7:56
191,9/11/2025 7:58
191,9/11/2025 12:10
191,9/12/2025 12:15
191,9/12/2025 12:56
191,9/12/2025 17:10
191,9/18/2025 7:45
191,9/23/2025 7:58
191,9/23/2025 12:10
191,9/26/2025 7:56
191,9/26/2025 12:04




